tile_id,tile_geometry,pos_date,pos
0526d2ed-5bfa-497e-bfe3-c55822dfde0d_12,"POLYGON ((-96.18147555835617 46.243749766575355, -96.18148649519703 46.243750036451054, -96.181457009363 46.24432533593272, -96.1813324345213 46.24432226191494, -96.18147555835617 46.243749766575355))",2021-09-04,0.8620255818829944
0526d2ed-5bfa-497e-bfe3-c55822dfde0d_13,"POLYGON ((-96.18227347582186 46.244594, -96.1822861939362 46.244345790922125, -96.18311537940906 46.244366239904785, -96.1831037125223 46.244594, -96.18227347582186 46.244594))",2021-09-04,0.841425389755011
0526d2ed-5bfa-497e-bfe3-c55822dfde0d_14,"POLYGON ((-96.18144323909702 46.244594, -96.181457009363 46.24432533593272, -96.1822861939362 46.244345790922125, -96.18227347582186 46.244594, -96.18144323909702 46.244594))",2021-08-10,0.8401852924145918
0526d2ed-5bfa-497e-bfe3-c55822dfde0d_15,"POLYGON ((-96.181327 46.244594, -96.1812793809524 46.2445344761905, -96.1813324345213 46.24432226191494, -96.181457009363 46.24432533593272, -96.18144323909702 46.244594, -96.181327 46.244594))",2021-09-04,0.8509106310885218
0526d2ed-5bfa-497e-bfe3-c55822dfde0d_16,"POLYGON ((-96.183901 46.243412, -96.183907 46.243607, -96.18391536849644 46.2438099360386, -96.18314484795023 46.24379093960641, -96.18317431559204 46.24321563923539, -96.18389455552139 46.243233395878626, -96.183901 46.243412))",2021-09-04,0.8324022346368716
0526d2ed-5bfa-497e-bfe3-c55822dfde0d_17,"POLYGON ((-96.183923 46.243995, -96.18394318808838 46.24438664891461, -96.18311537940906 46.244366239904785, -96.18314484795023 46.24379093960641, -96.18391536849644 46.2438099360386, -96.183923 46.243995))",2021-09-04,0.8419077058953411
0526d2ed-5bfa-497e-bfe3-c55822dfde0d_19,"POLYGON ((-96.18394388006656 46.24440007329139, -96.18393394919835 46.244594, -96.1831037125223 46.244594, -96.18311537940906 46.244366239904785, -96.18394318808838 46.24438664891461, -96.18394388006656 46.24440007329139))",2021-09-04,0.8400537634408601
26532443-34b8-412e-aa81-ae3e42520632_2,"POLYGON ((-96.181881020758 46.2391819377261, -96.18230767014813 46.23916207589997, -96.18255145624111 46.23916808929436, -96.18252198624954 46.23974338976599, -96.1817006235735 46.23972312927958, -96.181881020758 46.2391819377261))",2021-09-04,0.8042198233562317
26532443-34b8-412e-aa81-ae3e42520632_3,"POLYGON ((-96.1817006235735 46.23972312927958, -96.18252198624954 46.23974338976599, -96.18249251535859 46.24031869016496, -96.18166339130478 46.24029823803415, -96.1816914509732 46.23975064708048, -96.1817006235735 46.23972312927958))",2021-09-04,0.8714524207011687
26532443-34b8-412e-aa81-ae3e42520632_4,"POLYGON ((-96.1816914509732 46.23975064708048, -96.18166339130478 46.24029823803415, -96.18151018078247 46.24029445765267, -96.1816914509732 46.23975064708048))",2021-09-04,0.8472430808839304
26532443-34b8-412e-aa81-ae3e42520632_6,"POLYGON ((-96.182577 46.23974474638573, -96.18252198624954 46.23974338976599, -96.18255145624111 46.23916808929436, -96.182577 46.23916871918846, -96.182577 46.23974474638573))",2021-09-04,0.8047788510421963
26532443-34b8-412e-aa81-ae3e42520632_7,"POLYGON ((-96.182577 46.24032077354639, -96.18249251535859 46.24031869016496, -96.18252198624954 46.23974338976599, -96.182577 46.23974474638573, -96.182577 46.24032077354639))",2021-09-04,0.8716329966329968
26532443-34b8-412e-aa81-ae3e42520632_8,"POLYGON ((-96.18151018078247 46.24029445765267, -96.18166339130478 46.24029823803415, -96.18163391086958 46.24087353795207, -96.18131973805183 46.24086578584462, -96.18151018078247 46.24029445765267))",2021-09-04,0.8641304347826085
26532443-34b8-412e-aa81-ae3e42520632_9,"POLYGON ((-96.18131973805183 46.24086578584462, -96.18163391086958 46.24087353795207, -96.18160442953464 46.24144883779727, -96.18112929536292 46.24143711391131, -96.18131973805183 46.24086578584462))",2021-09-04,0.8444981330990556
26532443-34b8-412e-aa81-ae3e42520632_10,"POLYGON ((-96.18246304356822 46.24089399049122, -96.18163391086958 46.24087353795207, -96.18166339130478 46.24029823803415, -96.18249251535859 46.24031869016496, -96.18246304356822 46.24089399049122))",2021-09-04,0.867692947784481
26532443-34b8-412e-aa81-ae3e42520632_11,"POLYGON ((-96.18243357087839 46.241469290744774, -96.18160442953464 46.24144883779727, -96.18163391086958 46.24087353795207, -96.18246304356822 46.24089399049122, -96.18243357087839 46.241469290744774))",2021-09-04,0.8638743455497381
26532443-34b8-412e-aa81-ae3e42520632_12,"POLYGON ((-96.1809936666667 46.241844, -96.18112929536292 46.24143711391131, -96.18160442953464 46.24144883779727, -96.18157494729995 46.24202413756978, -96.18122224616421 46.24201543462315, -96.1809936666667 46.241844))",2021-09-04,0.8400177265676932
26532443-34b8-412e-aa81-ae3e42520632_13,"POLYGON ((-96.18122224616421 46.24201543462315, -96.18157494729995 46.24202413756978, -96.18156232207569 46.24227049155678, -96.18122224616421 46.24201543462315))",2021-09-04,0.8637428145624866
26532443-34b8-412e-aa81-ae3e42520632_14,"POLYGON ((-96.18240409728907 46.24204459092565, -96.18157494729995 46.24202413756978, -96.18160442953464 46.24144883779727, -96.18243357087839 46.241469290744774, -96.18240409728907 46.24204459092565))",2021-09-04,0.8577476714648602
26532443-34b8-412e-aa81-ae3e42520632_15,"POLYGON ((-96.1818006842105 46.2424492631579, -96.18156232207569 46.24227049155678, -96.18157494729995 46.24202413756978, -96.18240409728907 46.24204459092565, -96.18238939695154 46.242331520609696, -96.1818006842105 46.2424492631579))",2021-09-04,0.8604455653635982
26532443-34b8-412e-aa81-ae3e42520632_16,"POLYGON ((-96.182577 46.2420488548084, -96.18240409728907 46.24204459092565, -96.18243357087839 46.241469290744774, -96.182577 46.241472827757704, -96.182577 46.2420488548084))",2021-09-04,0.8558786346396966
26532443-34b8-412e-aa81-ae3e42520632_17,"POLYGON ((-96.182577 46.242294, -96.18238939695154 46.242331520609696, -96.18240409728907 46.24204459092565, -96.182577 46.2420488548084, -96.182577 46.242294))",2021-09-04,0.8504155124653738
26532443-34b8-412e-aa81-ae3e42520632_18,"POLYGON ((-96.182577 46.24089680067038, -96.18246304356822 46.24089399049122, -96.18249251535859 46.24031869016496, -96.182577 46.24032077354639, -96.182577 46.24089680067038))",2021-09-04,0.8698445595854923
26532443-34b8-412e-aa81-ae3e42520632_19,"POLYGON ((-96.182577 46.241472827757704, -96.18243357087839 46.241469290744774, -96.18246304356822 46.24089399049122, -96.182577 46.24089680067038, -96.182577 46.241472827757704))",2021-09-04,0.8342984409799554
4a26e438-0852-4e10-a622-bff14e10fe8c_1,"POLYGON ((-96.1784946962113 46.2392791835245, -96.178881 46.239281, -96.1790141110258 46.2392804442128, -96.17915404885471 46.23966027546272, -96.17837641820253 46.239641071095804, -96.17838197190815 46.23953281320659, -96.1784946962113 46.2392791835245))",2021-09-04,0.8545294247299979
4a26e438-0852-4e10-a622-bff14e10fe8c_3,"POLYGON ((-96.17919929639146 46.2397830902053, -96.17917602454253 46.24023684560626, -96.17834690408904 46.24021636945186, -96.17837641820253 46.239641071095804, -96.17915404885471 46.23966027546272, -96.17919929639146 46.2397830902053))",2021-09-04,0.8301841664673524
4a26e438-0852-4e10-a622-bff14e10fe8c_4,"POLYGON ((-96.17833431950211 46.2396400311202, -96.17837641820253 46.239641071095804, -96.17834690408904 46.24021636945186, -96.17808108762088 46.240209802853, -96.17833431950211 46.2396400311202))",2021-09-04,0.8180914512922465
4a26e438-0852-4e10-a622-bff14e10fe8c_5,"POLYGON ((-96.17914651817301 46.24081214429841, -96.17831738907482 46.24079166773519, -96.17834690408904 46.24021636945186, -96.17917602454253 46.24023684560626, -96.17914651817301 46.24081214429841))",2021-09-04,0.8532953798992775
4a26e438-0852-4e10-a622-bff14e10fe8c_6,"POLYGON ((-96.17808108762088 46.240209802853, -96.17834690408904 46.24021636945186, -96.17831738907482 46.24079166773519, -96.17782785580819 46.240779574431585, -96.17808108762088 46.240209802853))",2021-09-04,0.8439874832364774
4a26e438-0852-4e10-a622-bff14e10fe8c_7,"POLYGON ((-96.1793682176095 46.240241590654264, -96.17917602454253 46.24023684560626, -96.17919929639146 46.2397830902053, -96.1793682176095 46.240241590654264))",2021-09-04,0.8415566365531619
4a26e438-0852-4e10-a622-bff14e10fe8c_8,"POLYGON ((-96.17958238624902 46.24082290553297, -96.17914651817301 46.24081214429841, -96.17917602454253 46.24023684560626, -96.1793682176095 46.240241590654264, -96.17958238624902 46.24082290553297))",2021-09-04,0.8715969118244615
4a26e438-0852-4e10-a622-bff14e10fe8c_9,"POLYGON ((-96.17911701090297 46.241387442917826, -96.17828787315982 46.24136696594577, -96.17831738907482 46.24079166773519, -96.17914651817301 46.24081214429841, -96.17911701090297 46.241387442917826))",2021-09-04,0.8566523605150215
4a26e438-0852-4e10-a622-bff14e10fe8c_10,"POLYGON ((-96.17782785580819 46.240779574431585, -96.17831738907482 46.24079166773519, -96.17828787315982 46.24136696594577, -96.17757462406405 46.24134934585594, -96.17782785580819 46.240779574431585))",2021-09-04,0.8261273826127383
4a26e438-0852-4e10-a622-bff14e10fe8c_11,"POLYGON ((-96.1790875027324 46.24196274146452, -96.17825835634402 46.241942264083605, -96.17828787315982 46.24136696594577, -96.17911701090297 46.241387442917826, -96.1790875027324 46.24196274146452))",2021-09-04,0.8599124452782989
4a26e438-0852-4e10-a622-bff14e10fe8c_12,"POLYGON ((-96.17757462406405 46.24134934585594, -96.17828787315982 46.24136696594577, -96.17825835634402 46.241942264083605, -96.17745216195294 46.241922347685275, -96.17743069652592 46.241892832723124, -96.17744344108314 46.24164450756298, -96.17757462406405 46.24134934585594))",2021-09-04,0.8526687251874725
4a26e438-0852-4e10-a622-bff14e10fe8c_14,"POLYGON ((-96.17823349083848 46.24242689090604, -96.17825835634402 46.241942264083605, -96.1790875027324 46.24196274146452, -96.17906184752253 46.24246290641405, -96.17823349083848 46.24242689090604))",2021-09-04,0.8503987928432851
4a26e438-0852-4e10-a622-bff14e10fe8c_15,"POLYGON ((-96.1778055714286 46.2424082857143, -96.17745216195294 46.241922347685275, -96.17825835634402 46.241942264083605, -96.17823349083848 46.24242689090604, -96.1778055714286 46.2424082857143))",2021-09-04,0.8634740600714137
4a26e438-0852-4e10-a622-bff14e10fe8c_16,"POLYGON ((-96.17979655491244 46.24140422047655, -96.17911701090297 46.241387442917826, -96.17914651817301 46.24081214429841, -96.17958238624902 46.24082290553297, -96.17979655491244 46.24140422047655))",2021-09-04,0.8667223730937957
4a26e438-0852-4e10-a622-bff14e10fe8c_18,"POLYGON ((-96.1799280389741 46.24176110578673, -96.1799217976077 46.24188282474746, -96.17982874912079 46.24198104259477, -96.1790875027324 46.24196274146452, -96.17911701090297 46.241387442917826, -96.17979655491244 46.24140422047655, -96.1799280389741 46.24176110578673))",2021-09-04,0.8734177215189874
4a26e438-0852-4e10-a622-bff14e10fe8c_19,"POLYGON ((-96.179359967033 46.2424758681319, -96.17906184752253 46.24246290641405, -96.1790875027324 46.24196274146452, -96.17982874912079 46.24198104259477, -96.179359967033 46.2424758681319))",2021-09-04,0.8584965255843334
4cc4983d-05ac-408a-a5fa-24820e4029ed_1,"POLYGON ((-96.1778401088277 46.2458628689602, -96.1778337970667 46.2458622214739, -96.1778276074684 46.2458611492609, -96.1778215996424 46.245859662647, -96.1778158314472 46.2458577759494, -96.177810358434 46.2458555073379, -96.1778052333108 46.2458528786606, -96.1778005054355 46.2458499152331, -96.17779622034 46.2458466455948, -96.1777924192923 46.2458431012343, -96.1777891388983 46.2458393162858, -96.1777864107501 46.2458353272003, -96.177784261121 46.2458311723951, -96.1777827107131 46.2458268918831, -96.1777817744576 46.2458225268881, -96.1777814613709 46.2458181194475, -96.177781774468 46.2458137120071, -96.1777827107335 46.2458093470132, -96.1777842611506 46.2458050665029, -96.1777864107878 46.2458009117, -96.1777891389426 46.2457969226173, -96.1777924193415 46.245793137672, -96.1777962203923 46.2457895933149, -96.1778005054888 46.2457863236803, -96.1778052333631 46.2457833602564, -96.1778103584832 46.2457807315825, -96.1778158314916 46.2457784629742, -96.1778215996801 46.2457765762793, -96.1778276074981 46.2457750896678, -96.177833797087 46.2457740174564, -96.1778401088381 46.2457733699712, -96.1778464819656 46.2457731534477, -96.1778528550932 46.2457733699712, -96.1778591668442 46.2457740174564, -96.1778653564332 46.2457750896678, -96.1778713642512 46.2457765762793, -96.1778771324397 46.2457784629742, -96.177882605448 46.2457807315825, -96.1778877305681 46.2457833602564, -96.1778924584425 46.2457863236803, -96.1778967435389 46.2457895933149, -96.1779005445897 46.245793137672, -96.1779038249886 46.2457969226173, -96.1779065531435 46.2458009117, -96.1779087027806 46.2458050665029, -96.1779102531977 46.2458093470132, -96.1779111894633 46.2458137120071, -96.1779115025604 46.2458181194475, -96.1779111894737 46.2458225268881, -96.1779102532181 46.2458268918831, -96.1779087028102 46.2458311723951, -96.1779065531812 46.2458353272003, -96.1779038250329 46.2458393162858, -96.177900544639 46.2458431012343, -96.1778967435912 46.2458466455948, -96.1778924584957 46.2458499152331, -96.1778877306204 46.2458528786606, -96.1778826054972 46.2458555073379, -96.177877132484 46.2458577759494, -96.1778713642889 46.245859662647, -96.1778653564628 46.2458611492609, -96.1778591668646 46.2458622214739, -96.1778528551036 46.2458628689602, -96.1778464819656 46.2458630854841, -96.1778401088277 46.2458628689602))",2021-09-04,0.8749223441706357
4ddb4806-e386-4108-808c-df31397bfbf2_2,"POLYGON ((-96.1827780658577 46.2455114966951, -96.1827737807885 46.2455147663334, -96.182769052942 46.2455177297609, -96.1827639278501 46.2455203584382, -96.1827584548703 46.2455226270497, -96.1827526867104 46.2455245137474, -96.1827466789211 46.2455260003612, -96.1827404893607 46.2455270725743, -96.1827341776382 46.2455277200606, -96.1827278045392 46.2455279365844, -96.1827214314402 46.2455277200606, -96.1827151197178 46.2455270725743, -96.1827089301574 46.2455260003612, -96.182702922368 46.2455245137474, -96.1826971542081 46.2455226270497, -96.1826916812283 46.2455203584382, -96.1826865561364 46.2455177297609, -96.18268182829 46.2455147663334, -96.1826775432207 46.2455114966951, -96.1826737421962 46.2455079523347, -96.18267325498584 46.24550739018349, -96.18277965566755 46.245510014237176, -96.1827780658577 46.2455114966951))",2021-09-04,0.8396980461811722
56464b29-7cd9-4c2b-8f3e-ee2414061c44_1,"POLYGON ((-96.1779891575286 46.2399845759133, -96.1779828464438 46.239983928427, -96.1779766575088 46.2399828562139, -96.1779706503264 46.2399813696001, -96.1779648827493 46.2399794829024, -96.1779594103224 46.239977214291, -96.1779542857483 46.2399745856136, -96.1779495583795 46.2399716221861, -96.1779452737432 46.2399683525479, -96.1779414731026 46.2399648081874, -96.1779381930602 46.2399610232388, -96.1779354652042 46.2399570341534, -96.1779333158055 46.2399528793481, -96.1779317655637 46.2399485988362, -96.1779308294085 46.2399442338412, -96.1779305163553 46.2399398264005, -96.1779308294188 46.2399354189602, -96.1779317655841 46.2399310539662, -96.1779333158351 46.239926773456, -96.1779354652419 46.239922618653, -96.1779381931045 46.2399186295703, -96.1779414731519 46.239914844625, -96.1779452737954 46.239911300268, -96.1779495584328 46.2399080306333, -96.1779542858006 46.2399050672094, -96.1779594103716 46.2399024385355, -96.1779648827936 46.2399001699272, -96.177970650364 46.2398982832324, -96.1779766575384 46.2398967966208, -96.1779828464642 46.2398957244095, -96.177989157539 46.2398950769242, -96.1779955299837 46.2398948604007, -96.1780019024285 46.2398950769242, -96.1780082135032 46.2398957244095, -96.1780144024291 46.2398967966208, -96.1780204096034 46.2398982832324, -96.1780261771739 46.2399001699272, -96.1780316495958 46.2399024385355, -96.1780367741668 46.2399050672094, -96.1780415015346 46.2399080306333, -96.178045786172 46.239911300268, -96.1780495868155 46.239914844625, -96.178052866863 46.2399186295703, -96.1780555947255 46.239922618653, -96.1780577441323 46.239926773456, -96.1780592943833 46.2399310539662, -96.1780602305486 46.2399354189602, -96.1780605436121 46.2399398264005, -96.178060230559 46.2399442338412, -96.1780592944037 46.2399485988362, -96.1780577441619 46.2399528793481, -96.1780555947632 46.2399570341534, -96.1780528669073 46.2399610232388, -96.1780495868648 46.2399648081874, -96.1780457862242 46.2399683525479, -96.1780415015879 46.2399716221861, -96.1780367742191 46.2399745856136, -96.178031649645 46.239977214291, -96.1780261772182 46.2399794829024, -96.178020409641 46.2399813696001, -96.1780144024587 46.2399828562139, -96.1780082135236 46.239983928427, -96.1780019024389 46.2399845759133, -96.1779955299837 46.2399847924371, -96.1779891575286 46.2399845759133))",2021-09-04,0.8277904328018223
61ac2b3b-c46e-467b-81a4-13799fd47ed6_1,"POLYGON ((-96.1801503533275 46.2439035079248, -96.1801440417919 46.2439028604385, -96.1801378524148 46.2439017882254, -96.1801318448033 46.2439003016116, -96.1801260768142 46.243898414914, -96.1801206039964 46.2438961463025, -96.1801154790563 46.2438935176251, -96.1801107513498 46.2438905541976, -96.1801064664074 46.2438872845594, -96.1801026654954 46.2438837401989, -96.1800993852186 46.2438799552503, -96.1800966571678 46.2438759661649, -96.1800945076155 46.2438718113596, -96.180092957263 46.2438675308477, -96.1800920210409 46.2438631658527, -96.1800917079653 46.243858758412, -96.1800920210513 46.2438543509717, -96.1800929572834 46.2438499859777, -96.1800945076451 46.2438457054675, -96.1800966572055 46.2438415506645, -96.1800993852629 46.2438375615819, -96.1801026655446 46.2438337766365, -96.1801064664596 46.2438302322795, -96.1801107514031 46.2438269626448, -96.1801154791085 46.2438239992209, -96.1801206040456 46.243821370547, -96.1801260768585 46.2438191019387, -96.180131844841 46.2438172152439, -96.1801378524444 46.2438157286323, -96.1801440418123 46.243814656421, -96.1801503533379 46.2438140089357, -96.1801567262378 46.2438137924122, -96.1801630991378 46.2438140089357, -96.1801694106634 46.243814656421, -96.1801756000313 46.2438157286323, -96.1801816076347 46.2438172152439, -96.1801873756172 46.2438191019387, -96.18019284843 46.243821370547, -96.1801979733671 46.2438239992209, -96.1802027010726 46.2438269626448, -96.180206986016 46.2438302322795, -96.1802107869311 46.2438337766365, -96.1802140672128 46.2438375615819, -96.1802167952702 46.2438415506645, -96.1802189448306 46.2438457054675, -96.1802204951923 46.2438499859777, -96.1802214314244 46.2438543509717, -96.1802217445104 46.243858758412, -96.1802214314348 46.2438631658527, -96.1802204952127 46.2438675308477, -96.1802189448602 46.2438718113596, -96.1802167953079 46.2438759661649, -96.1802140672571 46.2438799552503, -96.1802107869803 46.2438837401989, -96.1802069860683 46.2438872845594, -96.1802027011259 46.2438905541976, -96.1801979734194 46.2438935176251, -96.1801928484793 46.2438961463025, -96.1801873756615 46.243898414914, -96.1801816076724 46.2439003016116, -96.1801756000609 46.2439017882254, -96.1801694106837 46.2439028604385, -96.1801630991482 46.2439035079248, -96.1801567262378 46.2439037244486, -96.1801503533275 46.2439035079248))",2021-09-04,0.8732227488151659
819c5f3f-ed68-4e9a-8183-302f40f4673d_1,"POLYGON ((-96.1831037125223 46.244594, -96.1830859099685 46.24494154013044, -96.18225671584892 46.24492109073952, -96.18227347582186 46.244594, -96.1831037125223 46.244594))",2021-09-04,0.8623173056555815
819c5f3f-ed68-4e9a-8183-302f40f4673d_2,"POLYGON ((-96.18227347582186 46.244594, -96.18225671584892 46.24492109073952, -96.18142752262904 46.24490063534171, -96.18144323909702 46.244594, -96.18227347582186 46.244594))",2021-09-04,0.8452671248060297
819c5f3f-ed68-4e9a-8183-302f40f4673d_3,"POLYGON ((-96.181327 46.244594, -96.18144323909702 46.244594, -96.18142752262904 46.24490063534171, -96.181327 46.2448981548144, -96.181327 46.244594))",2021-09-04,0.8488248994283294
819c5f3f-ed68-4e9a-8183-302f40f4673d_4,"POLYGON ((-96.18305643962849 46.245516840283415, -96.18222723686195 46.245496390484206, -96.18225671584892 46.24492109073952, -96.1830859099685 46.24494154013044, -96.18305643962849 46.245516840283415))",2021-09-04,0.8603765601861645
819c5f3f-ed68-4e9a-8183-302f40f4673d_5,"POLYGON ((-96.18222723686195 46.245496390484206, -96.18139803499513 46.24547593467795, -96.18142752262904 46.24490063534171, -96.18225671584892 46.24492109073952, -96.18222723686195 46.245496390484206))",2021-09-04,0.8332230311052283
819c5f3f-ed68-4e9a-8183-302f40f4673d_6,"POLYGON ((-96.181327 46.2448981548144, -96.18142752262904 46.24490063534171, -96.18139803499513 46.24547593467795, -96.181327 46.24547418177984, -96.181327 46.2448981548144))",2021-09-04,0.8121699196326062
819c5f3f-ed68-4e9a-8183-302f40f4673d_7,"POLYGON ((-96.1839541997723 46.244594, -96.18398028352762 46.2449635899845, -96.18391510498749 46.24496198351446, -96.18393394919835 46.244594, -96.1839541997723 46.244594))",2021-09-04,0.7641107561235356
819c5f3f-ed68-4e9a-8183-302f40f4673d_8,"POLYGON ((-96.18393394919835 46.244594, -96.18391510498749 46.24496198351446, -96.1830859099685 46.24494154013044, -96.1831037125223 46.244594, -96.18393394919835 46.244594))",2021-09-04,0.826603325415677
819c5f3f-ed68-4e9a-8183-302f40f4673d_9,"POLYGON ((-96.18402100736283 46.24554062045587, -96.1838856432945 46.24553728407561, -96.18391510498749 46.24496198351446, -96.18398028352762 46.2449635899845, -96.18402100736283 46.24554062045587))",2021-09-04,0.7459387483355525
819c5f3f-ed68-4e9a-8183-302f40f4673d_10,"POLYGON ((-96.1838856432945 46.24553728407561, -96.18305643962849 46.245516840283415, -96.1830859099685 46.24494154013044, -96.18391510498749 46.24496198351446, -96.1838856432945 46.24553728407561))",2021-09-04,0.8121125417262757
819c5f3f-ed68-4e9a-8183-302f40f4673d_11,"POLYGON ((-96.18302696838903 46.24609214036371, -96.18219775697524 46.24607169015617, -96.18222723686195 46.245496390484206, -96.18305643962849 46.245516840283415, -96.18302696838903 46.24609214036371))",2021-09-04,0.8038081465413351
819c5f3f-ed68-4e9a-8183-302f40f4673d_12,"POLYGON ((-96.18219775697524 46.24607169015617, -96.18136854646121 46.246051233941515, -96.18139803499513 46.24547593467795, -96.18222723686195 46.245496390484206, -96.18219775697524 46.24607169015617))",2021-09-04,0.8470431302801246
819c5f3f-ed68-4e9a-8183-302f40f4673d_13,"POLYGON ((-96.181327 46.24547418177984, -96.18139803499513 46.24547593467795, -96.18136854646121 46.246051233941515, -96.181327 46.2460502087087, -96.181327 46.24547418177984))",2021-08-10,0.834271922767498
819c5f3f-ed68-4e9a-8183-302f40f4673d_14,"POLYGON ((-96.18218111095948 46.2463965270194, -96.18219775697524 46.24607169015617, -96.18302696838903 46.24609214036371, -96.1830095968959 46.246431234181735, -96.18218111095948 46.2463965270194))",2021-09-04,0.8119820033151788
819c5f3f-ed68-4e9a-8183-302f40f4673d_15,"POLYGON ((-96.18135262604234 46.24636181989976, -96.18136854646121 46.246051233941515, -96.18219775697524 46.24607169015617, -96.18218111095948 46.2463965270194, -96.18135262604234 46.24636181989976))",2021-09-04,0.8107151286287468
819c5f3f-ed68-4e9a-8183-302f40f4673d_17,"POLYGON ((-96.1840617311968 46.246117650909696, -96.18385618070232 46.24611258456409, -96.1838856432945 46.24553728407561, -96.18402100736283 46.24554062045587, -96.1840617311968 46.246117650909696))",2021-09-04,0.7579979360165119
819c5f3f-ed68-4e9a-8183-302f40f4673d_18,"POLYGON ((-96.18385618070232 46.24611258456409, -96.18302696838903 46.24609214036371, -96.18305643962849 46.245516840283415, -96.1838856432945 46.24553728407561, -96.18385618070232 46.24611258456409))",2021-09-04,0.8165266106442577
819c5f3f-ed68-4e9a-8183-302f40f4673d_19,"POLYGON ((-96.184077 46.246334, -96.18384017907785 46.24642503026437, -96.18385618070232 46.24611258456409, -96.1840617311968 46.246117650909696, -96.184077 46.246334))",2021-09-04,0.7814888196999715
819c5f3f-ed68-4e9a-8183-302f40f4673d_20,"POLYGON ((-96.183744 46.246462, -96.1830095968959 46.246431234181735, -96.18302696838903 46.24609214036371, -96.18385618070232 46.24611258456409, -96.18384017907785 46.24642503026437, -96.183744 46.246462))",2021-09-04,0.7699517182618575
85f3bf87-de90-4cf6-93a4-f2e10e8f8025_1,"POLYGON ((-96.1799585789474 46.241844, -96.18075398360273 46.241844, -96.18074579821064 46.24200367820761, -96.17991665002135 46.24198321283918, -96.1799217976077 46.24188282474746, -96.1799585789474 46.241844))",2021-09-04,0.8287433464475816
85f3bf87-de90-4cf6-93a4-f2e10e8f8025_3,"POLYGON ((-96.18071630643057 46.242578977498916, -96.17988714959573 46.24255851172188, -96.17991665002135 46.24198321283918, -96.18074579821064 46.24200367820761, -96.18071630643057 46.242578977498916))",2021-09-04,0.8479558011049725
85f3bf87-de90-4cf6-93a4-f2e10e8f8025_4,"POLYGON ((-96.179359967033 46.2424758681319, -96.17982874912079 46.24198104259477, -96.17991665002135 46.24198321283918, -96.17988714959573 46.24255851172188, -96.17937748201915 46.24254592807652, -96.179359967033 46.2424758681319))",2021-09-04,0.8637510513036165
